105.022 | -0.426359 | 90.443
105.022 | 0.761402 | 92.2947
110.202 | 0.761402 | 92.2947
110.202 | 0.761402 | 92.2947
110.202 | -0.426359 | 90.443
105.022 | -0.426359 | 90.443
110.202 | 1.83408 | 92.2947
110.202 | 0.761402 | 92.2947
110.202 | 5.14885 | 99.1348
110.202 | 5.14885 | 99.1348
110.202 | 6.9968 | 99.1348
110.202 | 1.83408 | 92.2947
110.202 | 0.436441 | 90.443
110.202 | -0.426359 | 90.443
110.202 | 0.761402 | 92.2947
110.202 | 0.761402 | 92.2947
110.202 | 1.83408 | 92.2947
110.202 | 0.436441 | 90.443
105.022 | 0.761402 | 92.2947
105.022 | 5.14885 | 99.1348
110.202 | 5.14885 | 99.1348
110.202 | 5.14885 | 99.1348
110.202 | 0.761402 | 92.2947
105.022 | 0.761402 | 92.2947
104.548 | 0.205434 | 92.2947
105.022 | 0.761402 | 92.2947
105.022 | -0.426359 | 90.443
105.022 | -0.426359 | 90.443
104.548 | -0.982329 | 90.443
104.548 | 0.205434 | 92.2947
93.5824 | -3.31438 | 111.505
94.6786 | 0.091597 | 110.541
94.6786 | 0.0915985 | 92.2379
94.6786 | 0.0915985 | 92.2379
93.5824 | -3.31438 | 90.6943
93.5824 | -3.31438 | 111.505
100.517 | -3.31438 | 90.6943
100.517 | 0.049174 | 92.2379
105.138 | 0.0915985 | 92.2379
105.138 | 0.0915985 | 92.2379
106.388 | -3.31438 | 90.6943
100.517 | -3.31438 | 90.6943
106.388 | -3.31438 | 90.6943
105.138 | 0.0915985 | 92.2379
105.138 | 0.0915955 | 110.541
105.138 | 0.0915955 | 110.541
106.388 | -3.31438 | 111.505
106.388 | -3.31438 | 90.6943
95.6732 | -3.31438 | 111.505
96.2571 | 0.049171 | 110.541
94.6786 | 0.091597 | 110.541
94.6786 | 0.091597 | 110.541
93.5824 | -3.31438 | 111.505
95.6732 | -3.31438 | 111.505
106.388 | -3.31438 | 111.505
100.517 | -3.31438 | 111.505
100.517 | -3.31438 | 90.6943
100.517 | -3.31438 | 90.6943
106.388 | -3.31438 | 90.6943
106.388 | -3.31438 | 111.505
94.6786 | 14.5351 | 110.541
96.2571 | 17.128 | 110.541
96.2571 | 17.128 | 92.2379
96.2571 | 17.128 | 92.2379
94.6786 | 14.5351 | 92.2379
94.6786 | 14.5351 | 110.541
96.2571 | 3.87784 | 110.541
96.2571 | 9.09828 | 110.541
94.6786 | 8.3479 | 110.541
94.6786 | 8.3479 | 110.541
94.6786 | 3.87784 | 110.541
96.2571 | 3.87784 | 110.541
105.138 | 3.87785 | 92.2379
105.138 | 8.34791 | 92.2379
105.138 | 8.3479 | 110.541
105.138 | 8.3479 | 110.541
105.138 | 3.87784 | 110.541
105.138 | 3.87785 | 92.2379
100.517 | 3.87785 | 92.2379
100.517 | 8.34791 | 92.2379
105.138 | 8.34791 | 92.2379
105.138 | 8.34791 | 92.2379
105.138 | 3.87785 | 92.2379
100.517 | 3.87785 | 92.2379
94.6786 | 3.87784 | 110.541
94.6786 | 8.3479 | 110.541
94.6786 | 8.34791 | 92.2379
94.6786 | 8.34791 | 92.2379
94.6786 | 3.87785 | 92.2379
94.6786 | 3.87784 | 110.541
98.056 | 3.87785 | 92.2379
98.056 | 8.34791 | 92.2379
100.517 | 8.34791 | 92.2379
100.517 | 8.34791 | 92.2379
100.517 | 3.87785 | 92.2379
98.056 | 3.87785 | 92.2379
105.138 | 3.87784 | 110.541
105.138 | 8.3479 | 110.541
100.517 | 8.3479 | 110.541
100.517 | 8.3479 | 110.541
100.517 | 3.87784 | 110.541
105.138 | 3.87784 | 110.541
100.517 | 20.5188 | 110.541
105.138 | 14.5351 | 110.541
105.138 | 14.5351 | 92.2379
105.138 | 14.5351 | 92.2379
100.517 | 20.5188 | 92.2379
100.517 | 20.5188 | 110.541
100.517 | -3.31438 | 111.505
98.056 | -3.31438 | 111.505
98.056 | -3.31438 | 90.6943
98.056 | -3.31438 | 90.6943
100.517 | -3.31438 | 90.6943
100.517 | -3.31438 | 111.505
106.388 | -3.31438 | 111.505
105.138 | 0.0915955 | 110.541
100.517 | 0.049171 | 110.541
100.517 | 0.049171 | 110.541
100.517 | -3.31438 | 111.505
106.388 | -3.31438 | 111.505
98.056 | -3.31438 | 90.6943
98.056 | 0.049174 | 92.2379
100.517 | 0.049174 | 92.2379
100.517 | 0.049174 | 92.2379
100.517 | -3.31438 | 90.6943
98.056 | -3.31438 | 90.6943
95.6732 | -3.31438 | 90.6943
96.2571 | 0.049174 | 92.2379
98.056 | 0.049174 | 92.2379
98.056 | 0.049174 | 92.2379
98.056 | -3.31438 | 90.6943
95.6732 | -3.31438 | 90.6943
98.056 | -3.31438 | 111.505
95.6732 | -3.31438 | 111.505
95.6732 | -3.31438 | 90.6943
95.6732 | -3.31438 | 90.6943
98.056 | -3.31438 | 90.6943
98.056 | -3.31438 | 111.505
96.2571 | 3.87785 | 92.2379
96.2571 | 8.34791 | 92.2379
98.056 | 8.34791 | 92.2379
98.056 | 8.34791 | 92.2379
98.056 | 3.87785 | 92.2379
96.2571 | 3.87785 | 92.2379
100.517 | 3.87784 | 110.541
100.517 | 8.3479 | 110.541
98.5868 | 9.09828 | 110.541
98.5868 | 9.09828 | 110.541
98.056 | 3.87784 | 110.541
100.517 | 3.87784 | 110.541
98.056 | 19.1176 | 110.541
100.517 | 20.5188 | 110.541
100.517 | 20.5188 | 92.2379
100.517 | 20.5188 | 92.2379
98.056 | 19.1176 | 92.2379
98.056 | 19.1176 | 110.541
100.517 | -3.31438 | 111.505
100.517 | 0.049171 | 110.541
98.056 | 0.049171 | 110.541
98.056 | 0.049171 | 110.541
98.056 | -3.31438 | 111.505
100.517 | -3.31438 | 111.505
100.517 | 0.049171 | 110.541
100.517 | 3.87784 | 110.541
98.056 | 3.87784 | 110.541
98.056 | 3.87784 | 110.541
98.056 | 0.049171 | 110.541
100.517 | 0.049171 | 110.541
96.2571 | 0.049174 | 92.2379
96.2571 | 3.87785 | 92.2379
98.056 | 3.87785 | 92.2379
98.056 | 3.87785 | 92.2379
98.056 | 0.049174 | 92.2379
96.2571 | 0.049174 | 92.2379
105.138 | 0.0915955 | 110.541
105.138 | 3.87784 | 110.541
100.517 | 3.87784 | 110.541
100.517 | 3.87784 | 110.541
100.517 | 0.049171 | 110.541
105.138 | 0.0915955 | 110.541
96.2571 | 0.049171 | 110.541
96.2571 | 3.87784 | 110.541
94.6786 | 3.87784 | 110.541
94.6786 | 3.87784 | 110.541
94.6786 | 0.091597 | 110.541
96.2571 | 0.049171 | 110.541
105.138 | 0.0915985 | 92.2379
105.138 | 3.87785 | 92.2379
105.138 | 3.87784 | 110.541
105.138 | 3.87784 | 110.541
105.138 | 0.0915955 | 110.541
105.138 | 0.0915985 | 92.2379
100.517 | 0.049174 | 92.2379
100.517 | 3.87785 | 92.2379
105.138 | 3.87785 | 92.2379
105.138 | 3.87785 | 92.2379
105.138 | 0.0915985 | 92.2379
100.517 | 0.049174 | 92.2379
94.6786 | 0.091597 | 110.541
94.6786 | 3.87784 | 110.541
94.6786 | 3.87785 | 92.2379
94.6786 | 3.87785 | 92.2379
94.6786 | 0.0915985 | 92.2379
94.6786 | 0.091597 | 110.541
100.517 | 12.818 | 110.541
100.517 | 20.5188 | 110.541
98.056 | 19.1176 | 110.541
98.056 | 19.1176 | 110.541
98.5868 | 12.818 | 110.541
100.517 | 12.818 | 110.541
96.2571 | 12.818 | 92.2379
96.2571 | 17.128 | 92.2379
98.056 | 19.1176 | 92.2379
98.056 | 19.1176 | 92.2379
98.056 | 12.818 | 92.2379
96.2571 | 12.818 | 92.2379
105.138 | 12.818 | 110.541
105.138 | 14.5351 | 110.541
100.517 | 20.5188 | 110.541
100.517 | 20.5188 | 110.541
100.517 | 12.818 | 110.541
105.138 | 12.818 | 110.541
98.056 | 12.818 | 92.2379
98.056 | 19.1176 | 92.2379
100.517 | 20.5188 | 92.2379
100.517 | 20.5188 | 92.2379
100.517 | 12.818 | 92.2379
98.056 | 12.818 | 92.2379
94.6786 | 12.818 | 110.541
94.6786 | 14.5351 | 110.541
94.6786 | 14.5351 | 92.2379
94.6786 | 14.5351 | 92.2379
94.6786 | 12.818 | 92.2379
94.6786 | 12.818 | 110.541
100.517 | 12.818 | 92.2379
100.517 | 20.5188 | 92.2379
105.138 | 14.5351 | 92.2379
105.138 | 14.5351 | 92.2379
105.138 | 12.818 | 92.2379
100.517 | 12.818 | 92.2379
105.138 | 12.818 | 92.2379
105.138 | 14.5351 | 92.2379
105.138 | 14.5351 | 110.541
105.138 | 14.5351 | 110.541
105.138 | 12.818 | 110.541
105.138 | 12.818 | 92.2379
96.2571 | 12.818 | 110.541
96.2571 | 17.128 | 110.541
94.6786 | 14.5351 | 110.541
94.6786 | 14.5351 | 110.541
94.6786 | 12.818 | 110.541
96.2571 | 12.818 | 110.541
98.5868 | 12.818 | 110.541
98.056 | 19.1176 | 110.541
96.2571 | 17.128 | 110.541
96.2571 | 17.128 | 110.541
96.2571 | 12.818 | 110.541
98.5868 | 12.818 | 110.541
94.6786 | 12.818 | 92.2379
94.6786 | 14.5351 | 92.2379
96.2571 | 17.128 | 92.2379
96.2571 | 17.128 | 92.2379
96.2571 | 12.818 | 92.2379
94.6786 | 12.818 | 92.2379
98.056 | 0.049171 | 110.541
98.056 | 3.87784 | 110.541
96.2571 | 3.87784 | 110.541
96.2571 | 3.87784 | 110.541
96.2571 | 0.049171 | 110.541
98.056 | 0.049171 | 110.541
94.6786 | 0.0915985 | 92.2379
94.6786 | 3.87785 | 92.2379
96.2571 | 3.87785 | 92.2379
96.2571 | 3.87785 | 92.2379
96.2571 | 0.049174 | 92.2379
94.6786 | 0.0915985 | 92.2379
94.6786 | 3.87785 | 92.2379
94.6786 | 8.34791 | 92.2379
96.2571 | 8.34791 | 92.2379
96.2571 | 8.34791 | 92.2379
96.2571 | 3.87785 | 92.2379
94.6786 | 3.87785 | 92.2379
95.6732 | -3.31438 | 111.505
93.5824 | -3.31438 | 111.505
93.5824 | -3.31438 | 90.6943
93.5824 | -3.31438 | 90.6943
95.6732 | -3.31438 | 90.6943
95.6732 | -3.31438 | 111.505
93.5824 | -3.31438 | 90.6943
94.6786 | 0.0915985 | 92.2379
96.2571 | 0.049174 | 92.2379
96.2571 | 0.049174 | 92.2379
95.6732 | -3.31438 | 90.6943
93.5824 | -3.31438 | 90.6943
98.056 | 3.87784 | 110.541
98.5868 | 9.09828 | 110.541
96.2571 | 9.09828 | 110.541
96.2571 | 9.09828 | 110.541
96.2571 | 3.87784 | 110.541
98.056 | 3.87784 | 110.541
96.2571 | 17.128 | 110.541
98.056 | 19.1176 | 110.541
98.056 | 19.1176 | 92.2379
98.056 | 19.1176 | 92.2379
96.2571 | 17.128 | 92.2379
96.2571 | 17.128 | 110.541
98.056 | -3.31438 | 111.505
98.056 | 0.049171 | 110.541
96.2571 | 0.049171 | 110.541
96.2571 | 0.049171 | 110.541
95.6732 | -3.31438 | 111.505
98.056 | -3.31438 | 111.505
94.6786 | 8.34791 | 92.2379
94.6786 | 12.818 | 92.2379
96.2571 | 12.818 | 92.2379
96.2571 | 12.818 | 92.2379
96.2571 | 8.34791 | 92.2379
94.6786 | 8.34791 | 92.2379
100.517 | 8.3479 | 110.541
100.517 | 12.818 | 110.541
98.5868 | 12.818 | 110.541
98.5868 | 12.818 | 110.541
98.5868 | 9.09828 | 110.541
100.517 | 8.3479 | 110.541
96.2571 | 8.34791 | 92.2379
96.2571 | 12.818 | 92.2379
98.056 | 12.818 | 92.2379
98.056 | 12.818 | 92.2379
98.056 | 8.34791 | 92.2379
96.2571 | 8.34791 | 92.2379
105.138 | 8.3479 | 110.541
105.138 | 12.818 | 110.541
100.517 | 12.818 | 110.541
100.517 | 12.818 | 110.541
100.517 | 8.3479 | 110.541
105.138 | 8.3479 | 110.541
98.056 | 8.34791 | 92.2379
98.056 | 12.818 | 92.2379
100.517 | 12.818 | 92.2379
100.517 | 12.818 | 92.2379
100.517 | 8.34791 | 92.2379
98.056 | 8.34791 | 92.2379
94.6786 | 8.3479 | 110.541
94.6786 | 12.818 | 110.541
94.6786 | 12.818 | 92.2379
94.6786 | 12.818 | 92.2379
94.6786 | 8.34791 | 92.2379
94.6786 | 8.3479 | 110.541
100.517 | 8.34791 | 92.2379
100.517 | 12.818 | 92.2379
105.138 | 12.818 | 92.2379
105.138 | 12.818 | 92.2379
105.138 | 8.34791 | 92.2379
100.517 | 8.34791 | 92.2379
105.138 | 8.34791 | 92.2379
105.138 | 12.818 | 92.2379
105.138 | 12.818 | 110.541
105.138 | 12.818 | 110.541
105.138 | 8.3479 | 110.541
105.138 | 8.34791 | 92.2379
96.2571 | 9.09828 | 110.541
96.2571 | 12.818 | 110.541
94.6786 | 12.818 | 110.541
94.6786 | 12.818 | 110.541
94.6786 | 8.3479 | 110.541
96.2571 | 9.09828 | 110.541
94.6786 | 0.0915985 | 92.2379
105.138 | 0.0915985 | 92.2379
105.138 | 0.0915955 | 110.541
105.138 | 0.0915955 | 110.541
94.6786 | 0.091597 | 110.541
94.6786 | 0.0915985 | 92.2379
106.114 | 9.09472 | 110.672
106.114 | 9.09472 | 91.7019
94.1923 | 9.09472 | 91.7019
94.1923 | 9.09472 | 91.7019
94.1923 | 9.09472 | 110.672
106.114 | 9.09472 | 110.672
108.733 | 0.21367 | 86.7714
108.733 | 0.21367 | 90.973
116.339 | -4.83104 | 90.973
116.339 | -4.83104 | 90.973
116.339 | -4.83104 | 86.7714
108.733 | 0.21367 | 86.7714
94.1683 | 0.0886165 | 85.9439
94.1683 | 0.088615 | 91.7931
108.767 | 0.088615 | 91.7931
108.767 | 0.088615 | 91.7931
108.767 | 0.0886165 | 85.9439
94.1683 | 0.0886165 | 85.9439
108.733 | -1.47388 | 86.7714
108.733 | 0.21367 | 86.7714
116.339 | -4.83104 | 86.7714
116.339 | -4.83104 | 86.7714
116.339 | -6.51859 | 86.7714
108.733 | -1.47388 | 86.7714
116.339 | -6.51859 | 90.973
116.339 | -4.83104 | 90.973
108.733 | 0.21367 | 90.973
108.733 | 0.21367 | 90.973
108.733 | -1.47388 | 90.973
116.339 | -6.51859 | 90.973
94.1683 | -0.678089 | 85.9439
94.1683 | 0.0886165 | 85.9439
108.767 | 0.0886165 | 85.9439
108.767 | 0.0886165 | 85.9439
108.767 | -0.678089 | 85.9439
94.1683 | -0.678089 | 85.9439
94.1683 | -0.67809 | 91.7931
94.1683 | 0.088615 | 91.7931
94.1683 | 0.0886165 | 85.9439
94.1683 | 0.0886165 | 85.9439
94.1683 | -0.678089 | 85.9439
94.1683 | -0.67809 | 91.7931
105.269 | 5.01777 | 98.8556
105.269 | 5.01777 | 110.307
110.237 | 5.01777 | 110.307
110.237 | 5.01777 | 110.307
110.237 | 5.01777 | 98.8556
105.269 | 5.01777 | 98.8556
105.269 | 5.01777 | 110.307
105.269 | 5.01777 | 114.478
110.237 | 5.01777 | 114.478
110.237 | 5.01777 | 114.478
110.237 | 5.01777 | 110.307
105.269 | 5.01777 | 110.307
98.4384 | 9.23206 | 114.796
105.269 | 5.01777 | 114.478
105.269 | 5.01777 | 110.307
105.269 | 5.01777 | 110.307
98.4384 | 9.23206 | 110.625
98.4384 | 9.23206 | 114.796
93.9663 | 9.23206 | 114.796
94.8716 | 9.23206 | 114.796
94.8716 | 9.23206 | 110.625
94.8716 | 9.23206 | 110.625
93.9663 | 9.23206 | 110.625
93.9663 | 9.23206 | 114.796
110.237 | 6.94031 | 98.8556
110.237 | 5.01777 | 98.8556
110.237 | 5.01777 | 110.307
110.237 | 5.01777 | 110.307
110.237 | 6.94031 | 110.307
110.237 | 6.94031 | 98.8556
94.8716 | 11.1546 | 114.796
94.8716 | 9.23206 | 114.796
93.9663 | 9.23206 | 114.796
93.9663 | 9.23206 | 114.796
93.9663 | 11.1546 | 114.796
94.8716 | 11.1546 | 114.796
110.237 | 6.94031 | 110.307
110.237 | 5.01777 | 110.307
110.237 | 5.01777 | 114.478
110.237 | 5.01777 | 114.478
110.237 | 6.94031 | 114.478
110.237 | 6.94031 | 110.307
110.237 | 6.94031 | 114.478
110.237 | 5.01777 | 114.478
105.269 | 5.01777 | 114.478
105.269 | 5.01777 | 114.478
105.269 | 6.94031 | 114.478
110.237 | 6.94031 | 114.478
93.9663 | 11.1546 | 114.796
93.9663 | 9.23206 | 114.796
93.9663 | 9.23206 | 110.625
93.9663 | 9.23206 | 110.625
